x1,x2,
-16.908199624037,-22.46911089105,
-17.067296541132,-23.383795312284,
-17.23780958239,-24.223622050735,
-17.417232399754,-24.995232990453,
-17.603439369198,-25.704678904188,
-17.794850238674,-26.355351486243,
-17.989911773808,-26.953114948723,
-18.187530826124,-27.500797182626,
-18.386768594618,-28.000882310702,
-18.586819116284,-28.455554861244,
-18.786990409922,-28.866735884383,
-18.986687868912,-29.236112483084,
-19.185399582443,-29.565161901859,
-19.382683325296,-29.855171060547,
-19.578154999721,-30.10725221901,
-19.771478343809,-30.322355296836,
-19.962355742034,-30.501277239416,
-20.150519987448,-30.644668709564,
-20.33553080933,-30.750944952031,
-20.517240302328,-30.821766490217,
-20.695475087426,-30.857906362699,
-20.870020841993,-30.859456676153,
-21.040319158907,-30.823506340458,
-21.206363068912,-30.75198436751,
-21.367976149659,-30.64502571292,
-21.524759002105,-30.500995873471,
-21.676194325204,-30.317584059041,
-21.822299078062,-30.096331809315,
-21.962722937732,-29.836022294886,
-22.09673856248,-29.533059261258,
-22.223972356874,-29.186389942987,
-22.344092795505,-28.795203974112,
-22.456467841188,-28.356880952655,
-22.560345585268,-27.868263120361,
-22.654727176723,-27.325001192059,
-22.738516485091,-26.722512520303,
-22.810641716245,-26.056628184629,
-22.869537269287,-25.320840575981,
-22.912875455021,-24.505234740354,
-22.938003862615,-23.59901493416,
-22.941805236477,-22.589889805512,
-22.918788448022,-21.455463973404,
-22.861948367831,-20.168193102599,
-22.758164402391,-18.676303169789,
-22.586039400711,-16.897881330988,
-22.300879960177,-14.664735579237,
-21.753065682888,-11.423945500403,
-17.381446621508,2.1962557153049,
-16.240874584471,4.3268152247939,
-15.1962104046,5.9917202551529,
-14.199754691668,7.3643851754773,
-13.228001658403,8.5292597690156,
-12.267191473125,9.5289038693585,
-11.307226884463,10.395551021088,
-10.340205473791,11.146764815298,
-9.3591628774505,11.796619443234,
-8.3569745580273,12.353355685841,
-7.326378580265,12.823819544095,
-6.2587300074198,13.211343950741,
-5.1431677160959,13.516749994779,
-3.9650727967926,13.737972409076,
-2.704071611347,13.869514467381,
-1.3265462202033,13.897532247509,
0.22799285093787,13.792483008031,
2.1008003493147,13.473766272764,
4.9071687941275,12.513099224231,
7.9807384284039,6.9586568634071,
7.4465050659576,5.7065930932542,
6.9179157547417,5.0323889629367,
6.437811232516,4.6460985426973,
6.0179135514595,4.4545801543521,
5.6665058168529,4.4165538087096,
5.3928969945347,4.5146287203604,
5.2103529203137,4.7495223236742,
5.1418010735764,5.1457048981821,
5.2394603813491,5.7829868622225,
5.7283814283614,7.0399908837804,
8.1762148532132,10.789948951997,
8.8580763335735,11.495676567134,
9.3952048910852,11.916697174021,
9.8380363067464,12.137126714082,
10.205476950262,12.186183946139,
10.503469391378,12.069370151534,
10.728301738415,11.772882161494,
10.862996625431,11.254645783919,
10.856249820749,10.398404587676,
10.390473695019,8.5233042067754,
8.2552088463855,5.1607474827283,
7.404951378241,4.4726373744773,
6.7199988157579,4.1046818248343,
6.1520085396503,3.9340169900664,
5.6858319179154,3.9109153529057,
5.318105431751,4.0129161286957,
5.052318804821,4.2341515073431,
4.8997047768482,4.586141176151,
4.8868170010192,5.11048294508,
5.0895275292662,5.936946700714,
8.5720583467774,11.517220106468,
9.1781257507569,12.098251254594,
9.6787209291234,12.461650454914,
10.102312324564,12.654586565069,
10.461250130465,12.695599290273,
10.759671547658,12.587815062268,
10.995113607295,12.320874056709,
11.15661746757,11.865964258591,
11.215511324124,11.155082673411,
11.078831711852,9.9793393769114,
